t,group,first_shot_rate,immun_gain,immun_loss,rel_inf_prob_mult,pS_mult,hosp_mult,dnh_mult,dh_mult,first_shot_cumu,jnj_first_shot_rate,mrna_first_shot_rate
305,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
305,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
305,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
305,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
306,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
306,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
306,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
306,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
307,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
307,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
307,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
307,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
308,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
308,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
308,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
308,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
309,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
309,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
309,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
309,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
310,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
310,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
310,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
310,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
311,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
311,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
311,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
311,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
312,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
312,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
312,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
312,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
313,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
313,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
313,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
313,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
314,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
314,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
314,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
314,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
315,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
315,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
315,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
315,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
316,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
316,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
316,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
316,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
317,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
317,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
317,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
317,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
318,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
318,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
318,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
318,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
319,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
319,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
319,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
319,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
320,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
320,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
320,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
320,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
321,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
321,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
321,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
321,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
322,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
322,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
322,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
322,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
323,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
323,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
323,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
323,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
324,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
324,20-39,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
324,40-64,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
324,65+,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
325,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
325,20-39,93.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,93.0,0.0,93.0
325,40-64,92.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,92.0,0.0,92.0
325,65+,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0
326,0-19,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0
326,20-39,93.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,186.0,0.0,93.0
326,40-64,121.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,213.0,0.0,121.0
326,65+,16.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,16.0
327,0-19,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,7.0
327,20-39,1566.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1752.0,0.0,1566.0
327,40-64,1971.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2184.0,0.0,1971.0
327,65+,154.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,176.0,0.0,154.0
328,0-19,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27.0,0.0,18.0
328,20-39,5635.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7387.0,0.0,5635.0
328,40-64,5993.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8177.0,0.0,5993.0
328,65+,483.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,659.0,0.0,483.0
329,0-19,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,47.0,0.0,20.0
329,20-39,5548.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12935.0,0.0,5548.0
329,40-64,5994.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,14171.0,0.0,5994.0
329,65+,554.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1213.0,0.0,554.0
330,0-19,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,58.0,0.0,11.0
330,20-39,2649.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15584.0,0.0,2649.0
330,40-64,2522.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,16693.0,0.0,2522.0
330,65+,253.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1466.0,0.0,253.0
331,0-19,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,61.0,0.0,3.0
331,20-39,1447.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17031.0,0.0,1447.0
331,40-64,1283.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17976.0,0.0,1283.0
331,65+,126.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1592.0,0.0,126.0
332,0-19,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,71.0,0.0,10.0
332,20-39,2768.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19799.0,0.0,2768.0
332,40-64,2441.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20417.0,0.0,2441.0
332,65+,245.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1837.0,0.0,245.0
333,0-19,25.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,96.0,0.0,25.0
333,20-39,3309.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23108.0,0.0,3309.0
333,40-64,3669.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24086.0,0.0,3669.0
333,65+,469.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2306.0,0.0,469.0
334,0-19,54.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,150.0,0.0,54.0
334,20-39,5768.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,28876.0,0.0,5768.0
334,40-64,7123.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,31209.0,0.0,7123.0
334,65+,1142.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3448.0,0.0,1142.0
335,0-19,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,164.0,0.0,14.0
335,20-39,1453.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,30329.0,0.0,1453.0
335,40-64,2185.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,33394.0,0.0,2185.0
335,65+,405.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3853.0,0.0,405.0
336,0-19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,164.0,0.0,0.0
336,20-39,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,30332.0,0.0,3.0
336,40-64,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,33402.0,0.0,8.0
336,65+,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3855.0,0.0,2.0
337,0-19,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,170.0,0.0,6.0
337,20-39,954.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,31286.0,0.0,954.0
337,40-64,1319.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34721.0,0.0,1319.0
337,65+,239.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4094.0,0.0,239.0
338,0-19,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,178.0,0.0,8.0
338,20-39,607.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,31893.0,0.0,607.0
338,40-64,623.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,35344.0,0.0,623.0
338,65+,766.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4860.0,0.0,766.0
339,0-19,46.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,224.0,0.0,46.0
339,20-39,2865.0,74.4,0.0,0.9999558684571577,0.9999944833136849,0.9999972416416254,0.9999972416416254,1.0,34758.0,0.0,2865.0
339,40-64,3719.0,73.60000000000001,0.0,0.999961323472921,0.9999951652471236,0.9999975826118743,0.9999975826118743,1.0,39063.0,0.0,3719.0
339,65+,2458.0,4.800000000000001,0.0,0.9999935043669599,0.9999991880405958,0.9999995940199683,0.9999995940199683,1.0,7318.0,0.0,2458.0
340,0-19,58.0,1.6,0.0,0.9999989425018423,0.9999998678125905,0.9999999339062866,0.9999999339062866,1.0,282.0,0.0,58.0
340,20-39,2635.0,74.4,0.0,0.9999117369143155,0.999988966140407,0.9999944830093297,0.9999944830093297,1.0,37393.0,0.0,2635.0
340,40-64,3611.0,96.80000000000001,0.0,0.9999104554318713,0.9999888059266154,0.9999944029006534,0.9999944029006534,0.9999999999999999,42674.0,0.0,3611.0
340,65+,2617.0,12.8,0.0,0.9999761826788532,0.9999970227639469,0.9999985113775415,0.9999985113775415,1.0,9935.0,0.0,2617.0
341,0-19,82.0,5.6000000000000005,0.0,0.9999952412582906,0.9999994051544555,0.999999702577051,0.999999702577051,0.9999999999999999,364.0,0.0,82.0
341,20-39,4974.0,1252.8000000000002,0.0,0.9991686186767774,0.9998959908633436,0.9999479900221588,0.9999479900221588,0.9999999999999999,42367.0,0.0,4974.0
341,40-64,6529.0,1576.8000000000002,0.0,0.9990818528789052,0.9998851261387582,0.999942556470619,0.999942556470619,1.0,49203.0,0.0,6529.0
341,65+,3519.0,123.2,0.0,0.9998094614308256,0.99997617813987,0.9999880887861878,0.9999880887861878,0.9999999999999999,13454.0,0.0,3519.0
342,0-19,54.0,14.4,0.0,0.9999857237748719,0.9999982154463822,0.9999991077215988,0.9999991077215988,1.0,418.0,0.0,54.0
342,20-39,3022.0,4508.0,0.0,0.9964946268067092,0.9995602869926499,0.9997800467800332,0.9997800467800332,1.0,45389.0,0.0,3022.0
342,40-64,3651.0,4794.400000000001,0.0,0.9965624134573294,0.9995688194617505,0.9997843167324478,0.9997843167324478,1.0,52854.0,0.0,3651.0
342,65+,2902.0,386.40000000000003,0.0,0.9992865629711025,0.9999107567019144,0.9999553743684187,0.9999553743684187,1.0,16356.0,0.0,2902.0
343,0-19,1.0,16.0,0.0,0.9999751487932954,0.9999968935219622,0.9999984467561559,0.9999984467561559,1.0,419.0,0.0,1.0
343,20-39,357.0,4438.400000000001,0.0,0.9938619192831709,0.9992280013201863,0.999613702438886,0.999613702438886,1.0,45746.0,0.0,357.0
343,40-64,409.0,4795.2,0.0,0.9940425536387203,0.9992508562209594,0.9996251472919054,0.9996251472919054,1.0,53263.0,0.0,409.0
343,65+,165.0,443.20000000000005,0.0,0.9986867995204058,0.9998356340946649,0.9999178035370365,0.9999178035370365,1.0,16521.0,0.0,165.0
344,0-19,39.0,8.8,0.0,0.9999693325534285,0.9999961664516135,0.9999980832184586,0.9999980832184586,1.0,458.0,0.0,39.0
344,20-39,1775.0,2119.2000000000003,0.0,0.9926048821112435,0.9990687233633907,0.999533927639395,0.999533927639395,1.0,47521.0,0.0,1775.0
344,40-64,2291.0,2017.6000000000001,0.0,0.9929823123203131,0.9991165895413474,0.9995579042186367,0.9995579042186367,0.9999999999999999,55554.0,0.0,2291.0
344,65+,1747.0,202.4,0.0,0.9984129003272175,0.9998012971797211,0.9999006288445317,0.9999006288445317,1.0,18268.0,0.0,1747.0
345,0-19,9.0,2.4000000000000004,0.0,0.999967746306192,0.9999959681582321,0.9999979840709883,0.9999979840709883,1.0,467.0,0.0,9.0
345,20-39,416.0,1157.6000000000001,0.0,0.9919182332672348,0.9989815482690865,0.9994902549838492,0.9994902549838492,1.0,47937.0,0.0,416.0
345,40-64,481.0,1026.4,0.0,0.9924429429263733,0.9990481748689573,0.9995236340173648,0.9995236340173648,1.0,56035.0,0.0,481.0
345,65+,1100.0,100.80000000000001,0.0,0.9982764920333767,0.9997841895531477,0.9998920714844727,0.9998920714844727,1.0,19368.0,0.0,1100.0
346,0-19,39.0,8.0,0.0,0.9999624588154038,0.9999953071757514,0.9999976535768642,0.9999976535768642,1.0,506.0,0.0,39.0
346,20-39,2000.0,2214.4,0.0,0.9906047267017781,0.9988144522930069,0.9994065225506743,0.9994065225506743,1.0,49937.0,0.0,2000.0
346,40-64,2704.0,1952.8000000000002,0.0,0.991416753767677,0.998917805478914,0.9994583165325763,0.9994583165325763,1.0,58739.0,0.0,2704.0
346,65+,3133.0,196.0,0.0,0.9980112536842418,0.9997509113363682,0.9998754246378736,0.9998754246378736,1.0,22501.0,0.0,3133.0
347,0-19,61.0,20.0,0.0,0.9999492400884333,0.9999936546889667,0.9999968273243517,0.9999968273243517,1.0,567.0,0.0,61.0
347,20-39,2512.0,2647.2000000000003,0.0,0.9890344979354861,0.9986141153206228,0.9993060959893741,0.9993060959893741,1.0,52449.0,0.0,2512.0
347,40-64,3630.0,2935.2000000000003,0.0,0.9898743170518818,0.9987213423495171,0.9993598526454464,0.9993598526454464,0.9999999999999999,62369.0,0.0,3630.0
347,65+,4467.0,375.20000000000005,0.0,0.9975035117016123,0.9996871579562,0.999843530027714,0.999843530027714,1.0,26968.0,0.0,4467.0
348,0-19,77.0,43.2,0.0,0.999920687638177,0.9999900851684035,0.9999950425350493,0.9999950425350493,1.0,644.0,0.0,77.0
348,20-39,3698.0,4614.400000000001,0.0,0.9862973932138261,0.998263377901983,0.9991301783995788,0.9991301783995788,1.0,56147.0,0.0,3698.0
348,40-64,5514.0,5698.400000000001,0.0,0.9868798289824868,0.9983381751971969,0.9991677044692422,0.9991677044692422,1.0,67883.0,0.0,5514.0
348,65+,5861.0,913.6,0.0,0.9962671762129918,0.9995316487539521,0.9997657146491401,0.9997657146491401,1.0,32829.0,1.0,5860.0
349,0-19,101.0,11.200000000000001,0.0,0.9999132851510735,0.9999891597038696,0.9999945797931782,0.9999945797931782,0.9999999999999999,745.0,0.0,101.0
349,20-39,3464.0,1162.4,0.0,0.9856078971735052,0.9981747174931623,0.9990856898722992,0.9990856898722992,1.0,59611.0,0.0,3464.0
349,40-64,4717.0,1748.0,0.0,0.9859612614643585,0.9982201711309135,0.999108498845966,0.999108498845966,1.0,72600.0,0.0,4717.0
349,65+,6903.0,324.0,0.0,0.9958287209827893,0.9994764060664602,0.9997380658861171,0.9997380658861171,0.9999999999999999,39732.0,0.0,6903.0
350,0-19,72.0,0.0,0.0,0.9999132851510735,0.9999891597038696,0.9999945797931782,0.9999945797931782,0.9999999999999999,817.0,0.0,72.0
350,20-39,3786.0,2.4000000000000004,0.0,0.985606473575349,0.9981745343082471,0.9990855979445428,0.9990855979445428,1.0,63397.0,1.0,3785.0
350,40-64,4893.0,6.4,0.0,0.9859578982880908,0.9982197386754177,0.9991082818463676,0.9991082818463676,1.0,77493.0,0.0,4893.0
350,65+,9429.0,1.6,0.0,0.9958265557717759,0.9994761331423586,0.9997379292810153,0.9997379292810153,1.0,49161.0,0.0,9429.0
351,0-19,38.0,4.800000000000001,0.0,0.9999101126566006,0.9999887630720176,0.9999943814728737,0.9999943814728737,1.0,855.0,0.0,38.0
351,20-39,1456.0,763.2,0.0,0.9851537693616763,0.998116254652314,0.9990563497293498,0.9990563497293498,1.0,64853.0,0.0,1456.0
351,40-64,1847.0,1055.2,0.0,0.9854033946009461,0.9981483972098344,0.999072481208535,0.999072481208535,1.0,79340.0,0.0,1847.0
351,65+,5821.0,191.20000000000002,0.0,0.9955678130556811,0.9994435101649788,0.9997216001558059,0.9997216001558059,1.0,54982.0,0.0,5821.0
352,0-19,18.0,6.4,0.0,0.9999058826639701,0.999988234225633,0.9999941170435989,0.9999941170435989,1.0,873.0,0.0,18.0
352,20-39,535.0,485.6,0.0,0.9848657280014046,0.9980791452621025,0.9990377242390966,0.9990377242390966,1.0,65388.0,1.0,534.0
352,40-64,643.0,498.40000000000003,0.0,0.9851414872490952,0.9981146727471103,0.9990555557871418,0.9990555557871418,1.0,79983.0,0.0,643.0
352,65+,1431.0,612.8000000000001,0.0,0.9947385372375697,0.999338838477968,0.9996692005271011,0.9996692005271011,1.0,56413.0,0.0,1431.0
353,0-19,55.0,36.800000000000004,0.0,0.9998815602063443,0.9999851932720872,0.9999925965264225,0.9999925965264225,1.0,928.0,0.0,55.0
353,20-39,1574.0,2292.0,0.0,0.9835061917622306,0.9979036979665303,0.9989496471264004,0.9989496471264004,0.9999999999999999,66962.0,0.0,1574.0
353,40-64,2255.0,2975.2000000000003,0.0,0.9835780306816264,0.9979129808711017,0.9989543080564617,0.9989543080564617,1.0,82238.0,0.0,2255.0
353,65+,8083.0,1966.4,0.0,0.9920774929021676,0.9990017781934231,0.9995003903754895,0.9995003903754895,1.0,64496.0,0.0,8083.0
354,0-19,63.0,46.400000000000006,0.0,0.9998508927597728,0.9999813588154359,0.9999906792339679,0.9999906792339679,1.0,991.0,0.0,63.0
354,20-39,2530.0,2108.0,0.0,0.9822557980483656,0.9977419066923694,0.99886839808347,0.99886839808347,1.0,69492.0,0.0,2530.0
354,40-64,3401.0,2888.8,0.0,0.9820599769937723,0.9977165316494793,0.9988556527439985,0.9988556527439985,1.0,85639.0,1.0,3400.0
354,65+,8654.0,2093.6,0.0,0.9892443142912046,0.9986409214648228,0.9993195359282976,0.9993195359282976,1.0,73150.0,0.0,8654.0
355,0-19,87.0,65.60000000000001,0.0,0.9998075353353095,0.9999759372856915,0.9999879683533316,0.9999879683533316,1.0,1078.0,0.0,87.0
355,20-39,2808.0,3979.2000000000003,0.0,0.9798954723053808,0.9974353734323163,0.9987143896055849,0.9987143896055849,1.0,72300.0,0.0,2808.0
355,40-64,3671.0,5223.200000000001,0.0,0.9793152047622576,0.9973597883580848,0.9986763995938409,0.9986763995938409,1.0,89310.0,0.0,3671.0
355,65+,11129.0,2815.2000000000003,0.0,0.9854346255132227,0.9981524174575265,0.9990744987888825,0.9990744987888825,1.0,84279.0,0.0,11129.0
356,0-19,122.0,43.2,0.0,0.9997789828850532,0.9999723667532112,0.9999861829947969,0.9999861829947969,1.0,1200.0,0.0,122.0
356,20-39,2870.0,2417.6,0.0,0.9784614344293655,0.9972484140901278,0.9986204109873752,0.9986204109873752,1.0,75170.0,0.0,2870.0
356,40-64,3667.0,2920.8,0.0,0.9777803351930647,0.9971594252810182,0.9985756667153896,0.9985756667153896,1.0,92977.0,0.0,3667.0
356,65+,11982.0,2321.6,0.0,0.9822929043328579,0.9977467138888721,0.9988708125620653,0.9988708125620653,1.0,96261.0,0.0,11982.0
357,0-19,88.0,0.8,0.0,0.9997784541359744,0.999972300630316,0.9999861499315199,0.9999861499315199,1.0,1288.0,0.0,88.0
357,20-39,3176.0,294.90000000000003,0.0,0.978286509805922,0.9972290954947207,0.9986106981245345,0.9986106981245345,1.0,78346.0,0.0,3176.0
357,40-64,4081.0,336.40000000000003,0.0,0.9776035582404913,0.9971393991023378,0.9985655962946417,0.9985655962946417,1.0,97058.0,0.0,4081.0
357,65+,11134.0,132.6,0.0,0.9821134624701269,0.9977239801659161,0.9988593940411729,0.9988593940411729,1.0,107395.0,0.0,11134.0
358,0-19,53.0,31.400000000000002,0.0,0.9997577007346308,0.9999697878885,0.9999848934878504,0.9999848934878504,1.0,1341.0,0.0,53.0
358,20-39,1942.0,1429.3,0.0,0.9774386977873132,0.9971217967639452,0.9985567443990313,0.9985567443990313,1.0,80288.0,0.0,1942.0
358,40-64,1980.0,1844.9,0.0,0.9766340701316841,0.997016543193336,0.9985038077717806,0.9985038077717806,1.0,99038.0,0.0,1980.0
358,65+,6993.0,1399.2,0.0,0.9802199854389559,0.9974795034496164,0.9987365672469124,0.9987365672469124,1.0,114388.0,0.0,6993.0
359,0-19,16.0,7.9,0.0,0.9997524793374775,0.99996942412572,0.9999847115954037,0.9999847115954037,1.0,1357.0,0.0,16.0
359,20-39,702.0,489.40000000000003,0.0,0.9771484023966275,0.99714321997795,0.9985675177021646,0.9985675177021646,0.9999999999999999,80990.0,0.0,702.0
359,40-64,593.0,581.9000000000001,0.0,0.9763282838394651,0.9970427628452214,0.9985169958275713,0.9985169958275713,0.9999999999999999,99631.0,0.0,593.0
359,65+,2301.0,895.4,0.0,0.9790082792256123,0.9973349773168972,0.9986639279962523,0.9986639279962523,1.0,116689.0,0.0,2301.0
360,0-19,43.0,33.0,0.0,0.9997306684379761,0.9999674401154305,0.999983719527625,0.999983719527625,1.0,1400.0,0.0,43.0
360,20-39,1082.0,2163.5,0.0,0.9758650879754002,0.9971891537507096,0.9985906153116899,0.9985906153116899,1.0,82072.0,0.0,1082.0
360,40-64,1424.0,2762.5000000000005,0.0,0.9748766003332697,0.9970541261235387,0.9985227111551533,0.9985227111551533,1.0,101055.0,0.0,1424.0
360,65+,5463.0,2554.7000000000003,0.0,0.9755511138657407,0.9969244322965196,0.9984574719989581,0.9984574719989581,1.0,122152.0,0.0,5463.0
361,0-19,56.0,50.800000000000004,0.0,0.999697092871471,0.999964067225164,0.9999820329669767,0.9999820329669767,0.9999999999999999,1456.0,0.0,56.0
361,20-39,1612.0,2564.4,0.0,0.9743439733454972,0.99720071571188,0.9985964288613041,0.9985964288613041,1.0,83684.0,0.0,1612.0
361,40-64,2101.0,3503.4,0.0,0.9730355766244536,0.997014366694539,0.9985027129973266,0.9985027129973266,1.0,103156.0,0.0,2101.0
361,65+,6436.0,3629.0000000000005,0.0,0.9706401446360956,0.9963247057596643,0.9981555740718416,0.9981555740718416,1.0,128588.0,0.0,6436.0
362,0-19,96.0,62.7,0.0,0.9996556521624185,0.9999593384128361,0.9999796683797021,0.9999796683797021,1.0,1552.0,0.0,96.0
362,20-39,2423.0,3223.3,0.0,0.9724320217051265,0.9970504326906361,0.9985208535031652,0.9985208535031652,0.9999999999999999,86107.0,0.0,2423.0
362,40-64,3192.0,4663.4,0.0,0.9705849772171082,0.9967765614847488,0.9983830686636282,0.9983830686636282,1.0,106348.0,1.0,3191.0
